lihkkolohku	lykketall	onnenluku
dearvvašvuođainstitušuvdna	dearvvašvuođainstitušuvdna	
dearvvašvuođadárkkistus	dearvvašvuođadárkkistus	
dearvvasvuođačálli	dearvvasvuođačálli	
dearvvasvuođaveahkki	dearvvasvuođaveahkki	
dearvvasvuođapolitihkka	dearvvasvuođapolitihkka	
dearvvasvuođaossodat	dearvvasvuođaossodat	
dearvvasvuođalávdegoddi	dearvvasvuođalávdegoddi	
dearvvasvuođaláhka	dearvvasvuođaláhka	
dearvvasvuođahoavda	dearvvasvuođahoavda	
dearvvasvuođafága	dearvvasvuođafága	
dearvvasvuođadállu	dearvvasvuođadállu	
dearvvasvuođadutkamuš	dearvvasvuođadutkamuš	
dearvvasvuođadoaimmahat	dearvvasvuođadoaimmahat	
dearis	ripe	
deappen	deappen	
deallun	deallun	
deaivu	deaivu	
deaddočuokkis	deaddočuokkis	
deaddoovttadat	deaddoovttadat	
deaddolasihanrusttet	trykkøkningsanlegg	
davviromsalaš	davviromsalaš	
davviriikkalašvuohta	davviriikkalašvuohta	
davvioarjeguovlu	davvioarjeguovlu	
davvikalohttaovttasbargu	davvikalohttaovttasbargu	
davvenuorti	davvenuorti	
davveguovlopolitihkka	nordområdepolitikk	
datiiva	dativ	
dahkujávri	dahkujávri	
dagaheaddji	dagaheaddji	
dagahat	dagahat	
cupčuokkis	cupčuokkis	
cuovkaoassi	brøkdel	
cuovkaneapmi	spontanabort	
cuomu	cuomu	
cuogga	evne	
cuipi	spiss	
cuiggon	cuiggon	
cuiggodeamoš	cuiggodeamoš	
cuigehus	cuigehus	
cubbonjuolla	cubbonjuolla	
coiccuheapmi	coiccuheapmi	
coica	tett_snøføkk	
coagesvuohta	coagesvuohta	
citysápmi	citysápmi	
citysápmelaš	citysápmelaš	
cissaiskkus	urinprøve	
cirggasgáivvo	cirggasgáivvo	
cinni	cinni	
cikcen	cikcen	
cihran	cihran	
cihraideapmi	cihraideapmi	
chat-ságastallan	chat-ságastallan	
celsiusgráda	celsiusgrad	
cekkeš	cekkeš	
cealkámušfriddjavuohta	cealkámušfriddjavuohta	
cealkináigemearri	cealkináigemearri	
cealkinluđolašvuohta	cealkinluđolašvuohta	
cealkinfriijavuohta	cealkinfriijavuohta	
ceakkodilli	ceakkodilli	
ceahkádat	ceahkádat	
ceaggásvuohta	ceaggásvuohta	
cd-olggoš	cd-olggoš	
cakkus	cakkus	
cahkkehat	tenning	
cahkkehanginttal	tennplugg	
cagán	cagán	
báŋkogiro	bankgiro	
báŋkoeaiggát	báŋkoeaiggát	
bázahasčáhci	bázahasčáhci	
bátnesolon	tannstikker	
bátnegárdi	bátnegárdi	
bátnegusta	bátnegusta	
bátnedurdda	tannstein	
bátnedikšobálvalus	bátnedikšobálvalus	
bárrodat	bárrodat	
bárralohkojahki	bárralohkojahki	
bárkodávda	meslinger	
bárggáldat	bárggáldat	
bárgganas	bárgganas	
bárdi	krum_del_mellom_kjøl_og_stavn_på_båt	
bálvalusčilgehus	bálvalusčilgehus	
bálvalusdiva	bálvalusdiva	
bálvalusbargu	bálvalusbargu	
bálvalanpolitihkka	tjenestepolitikk	
bálkábušeahtta	lønnsbudsjett	
bálddalasgiella	bálddalasgiella	
bákša	bákša	
báktečuolus	báktečuolus	
bákteruvkedoaibma	bákteruvkedoaibma	
báitat	báitat	
báikkálašdemokráhtalašvuohta	báikkálašdemokráhtalašvuohta	
báikenammaregister	báikenammaregister	
báikehuksehus	báikehuksehus	
báidesoadjá	skjorteerme	
báhčinbálká	jaktpremie	
báhtareddjiidleaira	báhtareddjiidleaira	
báhtaransadji	báhtaransadji	
báhtaranbáiki	báhtaranbáiki	
báhppavuohta	báhppavuohta	
báhpadállu	báhpadállu	
báhcahatgiella	løkkefelle	
báhcahallan	báhcahallan	
bággovuohki	bággovuohki	
bággolonistanriekti	bággolonistanriekti	
bággogovahallan	bággogovahallan	
bádjabusir	bádjabusir	
báda	bad	
báberáviisa	báberáviisa	
bábervuoigatvuohta	bábervuoigatvuohta	
báberruska	báberruska	
báberbinná	báberbinná	
byråkráhtagiella	byråkráhtagiella	
bušku	bušku	
bušeahttaovdáneapmi	bušeahttaovdáneapmi	
buvttus	buvttus	
buvttanamma	produktnavn	
buvttadanmunni	produktivitet	
buvrovuotnalaš	buvrovuotnalaš	
bustávvavuogádat	bustávvavuogádat	
bustávvamearka	bustávvamearka	
bustávvagirji	bokstavbok	
busságuolga	kattehår	
busseterminála	busseterminála	
buresbirgenstáda	buresbirgenstáda	
buođđočuolda	buođđočuolda	
buošan	buošan	
buozalmaspenšuvdna	uførepensjon	
buorredilálašvuohta	buorredilálašvuohta	
buoremusvuohta	buoremusvuohta	
buollindieđiheapmi	brannvarsling	
buolleviinna	buolleviinna	
buolašrusta	buolašrusta	
buolašmihttu	buolašmihttu	
buojageavla	boblejakke	
buojabivttas	bobledress	
buohtalasluohkká	parallellklasse	
buohkaidvuoigatvuohta	buohkaidvuoigatvuohta	
buohccistohpu	buohccistohpu	
buohccisiida	buohccisiida	
buohccisadji	buohccisadji	
buohcceossodat	buohcceossodat	
buohccedivššárskuvla	buohccedivššárskuvla	
buohccedikšunbire	buohccedikšunbire	
buohcanruhta	sykelønn	
buoggi	buoggi	
bunádalágan	bunádalágan	
buncagovva	buncagovva	
bumpa	pumpe	
bulsi	bulsi	
bulljelasta	bulljelasta	
buhtistannjuolggadus	buhtistannjuolggadus	
buhtadusdoaibmabidju	buhtadusdoaibmabidju	
buhkká	buhkká	
bruttobargguhisvuohta	bruttobargguhisvuohta	
brošša	brošša	
breavadoavdnji	konvolutt	
braille	braille	
bođufaláštallan	friidrett	
bođufalástallan	bođufalástallan	
bozza	bozza	
boson	vifte	
bosnár	bosnier	
boskanjurgganas	boskanjurgganas	
boskalávki	purreløk	
borsta	børste	
borranrássi	borranrássi	
borranneavvu	bestikk	
borramušlievla	borramušlievla	
borramušheahti	borramušheahti	
borji	sau	
borgármeasttir	borgármeasttir	
boraspiredilálašvuohta	boraspiredilálašvuohta	
boranávderáfehisvuohta	boranávderáfehisvuohta	
boragas	boragas	
boradeaddji	boradeaddji	
boradanneavvu	bestikk	
bonjaldat	bonjaldat	
bolohat	bolohat	
bolfeoaivi	person_med_ruvende_hår	
bohtoš	nattpotte	
bohtaneapmi	opphovning	
bohccobiergooasti	bohccobiergooasti	
bodnesuossa	bodnesuossa	
boblejáhkka	boblejakke	
boaššocaggi	boaššocaggi	
boađusáŋgiruššan	resultatorientering	
boađusulbmil	resultatmål	
boađusrehketdoallu	resultatregnskapet	
boađuslista	boađuslista	
boazzi	grad	
boazováttisvuohta	boazováttisvuohta	
boazooastin	reinkjøp	
boazolohkuváttisvuohta	boazolohkuváttisvuohta	
boazolohkováttisvuohta	boazolohkováttisvuohta	
boazoguođoheapmi	boazoguođoheapmi	
boazoguohtunláhka	boazoguohtunláhka	
boazodoallologahallan	boazodoallologahallan	
boazodoallodistrikta	boazodoallodistrikta	
boasttodahku	boasttodahku	
boasttobealli	boasttobealli	
boastanummár	boastanummár	
boastameašttir	boastameašttir	
boastalágádus	boastalágádus	
boastaluodda	boastaluodda	
boastagiroboanda	boastagiroboanda	
boastafievrrideapmi	boastafievrrideapmi	
boarásnuvvanbeaivi	boarásnuvvanbeaivi	
boarrásiidruhta	boarrásiidruhta	
boareslágan	ganske_gammel	
boaresisit	boaresisit	
boaresdárogiella	gammelnorsk	
boandahommá	gårdsgjøremål	
boalta	boalta	
boallodákti	boallodákti	
boahjidávgi	boahjidávgi	
boahji	boahji	
boagangeahči	boagangeahči	
boadnjá	ektemann	
bivttasheŋgehat	garderobe	
bivttasgássa	bivttasgássa	
bivttasdilli	bivttasdilli	
bivdoovttadat	fangstenhet	
bivdofanaslohku	bivdofanaslohku	
bivdoearreregulerejuvvon	bivdoearreregulerejuvvon	
bivdobiras	bivdobiras	
bivdobeanageahččaleapmi	jakthundprøve	
bivdinvuordámuš	bivdinvuordámuš	
bivddár	bivddár	
bivahahtti	bivahahtti	
bisánanguhkkodat	stoppelengde	
bissánansadji	bissánansadji	
bissostohkka	geværstokk	
bissonjálbmi	bøssemunning	
bissoneavvu	ammunisjon	
bissomeahttunvuohta	bissomeahttunvuohta	
birovuohta	birovuohta	
birkelaš	birkarl	
birgehahtti	birgehahtti	
birasčuovgadoardna	birasčuovgadoardna	
birasčoalli	birasčoalli	
birasčielggadeapmi	birasčielggadeapmi	
birassuodjaleapmi	birassuodjaleapmi	
birassihkarvuohta	birassihkarvuohta	
birasservvodat	birasservvodat	
birasmirkkodássi	birasmirkkodássi	
biraslihkohisvuohta	biraslihkohisvuohta	
birashálddašeapmi	miljøforvaltning	
birasgáhttenváttisvuohta	birasgáhttenváttisvuohta	
birasguovlu	birasguovlu	
birasgoziheapmi	birasgoziheapmi	
birasgelbbolašvuohta	birasgelbbolašvuohta	
birasfoanda	birasfoanda	
birasbearráigeahčču	birasbearráigeahčču	
biogirjáivuođakonvenšuvdna	biomangfoldskonvensjon	
bioeatnatvuohta	bioeatnatvuohta	
biodiversitehta	biodiversitet	
billeboatkkahas	billeboatkkahas	
bilkkár	bilkkár	
bileahttanummar	bileahttanummar	
biilavuodjenkoarta	biilavuodjenkoarta	
biilamutuvra	biilamutuvra	
biiladárkkisteapmi	bilbesiktigelse	
biiladáhkádus	bilforsikring	
biikagoašku	biikagoašku	
biidnašupmi	biidnašupmi	
biibballohkan	biibballohkan	
biibalbálkkašupmi	biibalbálkkašupmi	
bihtonsápmi	bihtonsápmi	
bihkas	bihkas	
bihcabáhcat	bihcabáhcat	
bieđan	bieđan	
bievvá	slakter	
bievvi	bievvi	
bievlavuodjenášši	bievlavuodjenášši	
bievlamáđii	bievlamáđii	
bieskán	person_fra_Bieskkenjárga	
biergogilohaddi	biergogilohaddi	
biepmoráhkadankursa	biepmoráhkadankursa	
biellemas	biellemas	
biehkumuš	biehkumuš	
biehkká	biehkká	
biehkki	biehkki	
bieggaroassa	bieggaroassa	
bieggajorri	bieggajorri	
biebmovátni	biebmovátni	
biebmoviđji	næringskjede	
biebmovalljivuohta	biebmovalljivuohta	
biebmosálti	biebmosálti	
biebmoriekkis	biebmoriekkis	
biebmodárkkisteapmi	næringsmiddelkontroll	
biebmodáhpi	biebmodáhpi	
biddonjálbmi	åpning_nede_på_kvinnegamasje	
betaveršuvdna	betaveršuvdna	
berosmeahttunvuohta	berosmeahttunvuohta	
bensinbiila	bensinbiila	
bensiidnalihtti	bensiidnalihtti	
bensiidnafievru	bensiidnafievru	
bensiidnadivat	bensiidnadivat	
bensiidnadiva	bensiidnadiva	
bensenhaddi	bensenhaddi	
bensengávpi	bensengávpi	
bensendivat	bensendivat	
bellodatskihpár	bellodatskihpár	
bellodatrádjá	bellodatrádjá	
beaškkiheapmi	beaškkiheapmi	
beavdelođá	beavdelođá	
beavdegirječállin	beavdegirječállin	
beatnatlágan	beatnatlágan	
beatnatbiebmu	hundemat	
beassášáviisa	beassášáviisa	
beassášstuibmi	beassášstuibmi	
beassášlávvordateahket	beassášlávvordateahket	
beasseláibi	flatbrød	
beassanvejolašvuohta	beassanvejolašvuohta	
beaskalágan	beaskalágan	
bearráigeahččanváttisvuohta	bearráigeahččanváttisvuohta	
bearráigeahččanortnet	bearráigeahččanortnet	
bearašvuohta	bearašvuohta	
bearaškoarta	bearaškoarta	
bearalsohkar	perlesukker	
bealte	bealte	
bealljebávččas	bealljebávččas	
bealljebunci	ørepropp	
bealleriekkis	bealleriekkis	
beallepriváhta	beallepriváhta	
bealdošaddu	åkervekst	
beaivvášlieđđi	beaivvášlieđđi	
beaivvášgovva	beaivvášgovva	
beaivvášgoddi	beaivvášgoddi	
beaivvebargu	dagsverk	
beaivvadatbeaivi	beaivvadatbeaivi	
beaiveratta	beaiveratta	
beaivekursa	beaivekursa	
beaiveboraloddi	dagrovfugl	
beaivebadjáneapmi	beaivebadjáneapmi	
beahcešaddu	beahcešaddu	
bavssašovun	bavssašovun	
bassindahkkojupmi	bassindahkkojupmi	
baskkádas	baskkádas	
basadančáhci	basadančáhci	
bartaplána	bartaplána	
barguimáhccan	barguimáhccan	
barguimáhcahandoarjja	attføringsstønad	
bargoárja	arbeidsinnsats	
bargoverdde	bargoverdde	
bargotákta	bargotákta	
bargosuodjalus	arbeidsvern	
bargomárkanpolitihkka	bargomárkanpolitihkka	
bargomearrádus	bargomearrádus	
bargoleahttu	bargoleahttu	
bargokapitála	arbeidskapital	
bargogovva	bargogovva	
bargogohčus	bargogohčus	
bargofápmodoaimmahat	arbeidsmarkedsetat	
bargodorvvolašvuohta	bargodorvvolašvuohta	
bargodoaimmalašvuohta	bargodoaimmalašvuohta	
bargodiva	bargodiva	
bargobidju	bargobidju	
bargoalmmái	bargoalmmái	
bargiidsihkarvuohta	bargiidsihkarvuohta	
bargiidseahtu	arbeiderklasse	
bargiidkantuvra	bargiidkantuvra	
bargiidgiehtagirji	bargiidgiehtagirji	
barggolašvuođaovdáneapmi	barggolašvuođaovdáneapmi	
barggahanváttisvuohta	barggahanváttisvuohta	
barggahanvejolašvuohta	barggahanvejolašvuohta	
barbáralašvuohta	barbáralašvuohta	
balvalatnja	balvalatnja	
balešvuohta	balešvuohta	
balddonaslágan	balddonaslágan	
bajásšaddanáigi	bajásšaddanáigi	
bajánoakti	bajánoakti	
bajoščáhci	overflatevann	
bajitbáhppa	bajitbáhppa	
bajimušbáhppa	bajimušbáhppa	
bajimusdássi	bajimusdássi	
bajildusmuorra	dekkspile_på_slede	
bajildaslohkki	bajildaslohkki	
bajildas	bajildas	
baikagiláš	baikagiláš	
bahádáhtolašvuohta	bahádáhtolašvuohta	
baggoluopmu	baggoluopmu	
bagaldat	bagaldat	
badjáneaddji	badjáneaddji	
badjeverdde	badjeverdde	
badjerikkis	badjerikkis	
badjelvuodjin	badjelvuodjin	
badjelmanahat	badjelmanahat	
badjelluottavuodjin	utforkjøring	
badjelgeahčahas	badjelgeahčahas	
badjejávri	badjejávri	
badjebavssa	overleppe	
badjebahta	badjebahta	
ađamális	ađamális	
avohas	avohas	
aviisadieđáhus	aviisadieđáhus	
aviisaalmmuhus	aviisaalmmuhus	
automáhta	automat	
automašuvdna	automasjon	
audiovisuála	audiovisuell	
auberšiidna	aubergin	
atomalihkuhisvuohta	atomalihkuhisvuohta	
atnugálvu	atnugálvu	
atnudáidda	atnudáidda	
atninvuoigatvuohta	atninvuoigatvuohta	
asttuáiggeviessu	asttuáiggeviessu	
asttuáiggepárka	asttuáiggepárka	
asttuáiggeberoštupmi	asttuáiggeberoštupmi	
asttuhisvuohta	asttuhisvuohta	
astoáiggeeallinvejolašvuohta	astoáiggeeallinvejolašvuohta	
asfáltaravda	asfaltkant	
asfáltaluodda	asfaltert_veg	
asfáltabidjan	asfaltering	
arvevuovdefoanda	arvevuovdefoanda	
arvemearri	arvemearri	
artiumkursa	artiumkursa	
aroma	aroma	
armea	armea	
arkiivanummar	arkivnummer	
arkiivahoavda	arkiivahoavda	
areálasuodjaleapmi	areálasuodjaleapmi	
applosa	applosa	
apostrofa	apostrof	
apartheida	apartheid	
anársápmelašvuohta	anársápmelašvuohta	
antisemitisma	antisemitisma	
anolašvuohta	anolašvuohta	
anestesiijaossodat	anestesiavdeling	
anarkisma	anarkisme	
analysáhtor	analysator	
ametysta	ametysta	
alŋŋis	alŋŋis	
altaialaš	altaialaš	
almmáivuoigatvuohta	almmáivuoigatvuohta	
almmáivuohta	almmáivuohta	
almmuhanvuoigatvuohta	almmuhanvuoigatvuohta	
almmuhanvejolašvuohta	almmuhanvejolašvuohta	
almmuhandávval	almmuhandávval	
almmolašvuođaprinsihppa	almmolašvuođaprinsihppa	
almmolašvuođalávdegoddi	almmolašvuođalávdegoddi	
almmolašgeafivuohta	almmolašgeafivuohta	
almmiviidodat	almmiviidodat	
almmigomuvuohta	almmigomuvuohta	
almmigoavdi	almmigoavdi	
almmifierca	almmifierca	
almennetvuoigatvuohta	allmenningsrett	
alléa	allé	
allaárvosašvuohta	allaárvosašvuohta	
allaáiggálašvuohta	allaáiggálašvuohta	
allavuohta	allavuohta	
allaskuvlarektor	allaskuvlarektor	
allaskuvlaoahppi	allaskuvlaoahppi	
allamielatvuohta	allamielatvuohta	
allakonjunktuvra	høykonjunktur	
allagealddamásta	høyspenningsmast	
alladeatta	høytrykk	
alkoholismaváttisvuohta	alkoholismaváttisvuohta	
alkoholavuovdinváttisvuohta	alkoholavuovdinváttisvuohta	
alkoholalihkohisvuohta	alkoholalihkohisvuohta	
alitgeardi	alitgeardi	
alitbossu	alitbossu	
alimusduopmostuollu	alimusduopmostuollu	
alideapmi	påbygging	
alibi	alibi	
algebra	algebra	
albániagiella	albániagiella	
albmenáhkki	albmenáhkki	
albmailbmi	albmailbmi	
akšuvdnadoallu	akšuvdnadoallu	
aktoriekti	enerett	
aktobeavdi	aktobeavdi	
aktivisma	aktivisme	
akleija	akleija	
akademalašvuohta	akademalašvuohta	
ajerássi	ajerássi	
ainuálbmot	ainuálbmot	
ahkeolmmoš	ahkeolmmoš	
ahkelassi	ahkelassi	
ahccát	ahccát	
agibeaivvisge	agibeaivvisge	
agalašvuohta	agalašvuohta	
adveantabadji	adveantabadji	
addámuš	addámuš	
addinvejolašvuohta	addinvejolašvuohta	
Vávlu	Vávlu	
Vuoskkovárri	Vuoskkovárri	
Vuoskkojávri	Vuoskkojávri	
Vuollu	Vuollu	
Vuollesainjárga	Vuollesainjárga	
Vullošguolbba	Vullošguolbba	
Veaikevággi	Kopparskardet	
Varrajuhkanvuotna	Varrajuhkanvuotna	
Varitjohka	Varitjohka	
VISA-goarta	VISA-goarta	
VG-áviisa	VG-áviisa	
Ulddašvággi	Botnelvdalen	
Uhcavuonaš	Uhcavuonaš	
Uhcajávri	Uhcajávri	
Uhcagáisá	Uhcagáisá	
Tjernobyl-lihkuhisvuohta	Tjernobyl-lihkuhisvuohta	
Tempel	Tempel	
Taras	Taras	
TV-sáddenrusttet	TV-sáddenrusttet	
TV-anteanna	TV-anteanna	
Sáđgejohka	Sargejok	
Sáttonjárga	Sáttonjárga	
Sámevuotna	Nordre_Tverrfjorden	
Sámekommišuvdna	Lappekommisjonen	
Sáitejávri	Sáitejávri	
Synagoga	Synagoga	
Suotnjojohka	Suotnjojohka	
Suomanjárga	Suomanjárga	
Suomaluokta	Finskebukta	
Suolojávrráš	Suolojávrráš	
Suolobohki	Suolobohki	
Suhpevárri	Suhpevárri	
Stállovággi	Elvevolldalen	
Stuorraoaivi	Stuorraoaivi	
Stuorrajeaggi	Stuorrajeaggi	
Stuorragurra	Stuorragurra	
Stuorragorži	Stuorragorži	
Stuoragáisi	Stuoragáisi	
Stuoragurra	Stuoragurra	
Steen-lávdegoddi	Steen-lávdegoddi	
Standard	Standard	
Sotnabeaijohka	Sotnabeaijohka	
Sorbmejávri	Sorbmejávri	
Skáidejohka	Skáidejohka	
Skáiddejávri	Skáiddejávri	
Skáhpeluokta	Skáhpeluokta	
Skorpen	Skorpen	
Skoalta	Skoalta	
Skierrevárri	Skierrevárri	
Silesjávri	Silesjávri	
Siidavuotna	Straumfjorden	
Sieđganjárga	Sieđganjárga	
Sieidevuotna	Finnkongkeila	
Sieiddesavu	Sieiddesavu	
Server	Server	
Seahkkavuotna	Kullfjorden	
Schengen-guovlu	Schengen-guovlu	
Schengen-geatnegasvuohta	Schengen-geatnegasvuohta	
SIVA-viessu	SIVA-viessu	
Rávttošvuomegiera	Rávttošvuomegiera	
Rádjeeatnu	Rádjeeatnu	
Rygge-báiki	Rygge-báiki	
Ruvžavárri	Ruvžavárri	
Rusten	Rusten	
Ruoššavággi	Russedalen	
Ruoššaluokta	Ruoššaluokta	
Ruoššajohka	Ruoššajohka	
Ruovdesuolu	Ruovdesuolu	
Ruollajávri	Ruollajávri	
Ruohtovárri	Ruohtovárri	
Ruohtogeahči	Skogende	
Ruobbá	Ruobbá	
Rovvejohka	Rovvejohka	
Romsa-gávpot	Romsa-gávpot	
Roggeoaivi	Roggeoaivi	
Roavvi	Roavvi	
Roavveoaivi	Roavveoaivi	
Roahpi	Roahpi	
Risseluokta	Risseluokta	
Riimmajávri	Riimmajávri	
Riidi	Riidi	
Riesti	Riesti	
Riebanjohka	Riebanjohka	
Riddu-lávdi	Riddu-lávdi	
Riddu-festivála	Riddu-festivála	
Reašši	Reašši	
Polaráhpi	Polaráhpi	
PR-olmmái	PR-olmmái	
Oslo-skuvla	Oslo-skuvla	
Ordavárri	Ordavárri	
Ordajávri	Ordajávri	
Olgoáššiidministeriija	Olgoáššiidministeriija	
Oivošluoppal	Oivošluoppal	
Offiseara	Offiseara	
Oazessainjárga	Oazessainjárga	
Oarje-Gáissát	Oarje-Gáissát	
Oalgevárnjunni	Oalgevárnjunni	
ON-veahka	ON-veahka	
ON-soahpamuš	ON-soahpamuš	
ON-lihttu	ON-lihttu	
OG-prošeakta	OG-prošeakta	
Nuorašvárri	Nuorašvárri	
Nuohttegárggu	Nuohttegárggu	
Nordlys-seminára	Nordlys-seminára	
Nordlys-bálkkašupmi	Nordlys-bálkkašupmi	
Nollánsavu	Nollánsavu	
Njállajávri	Njállajávri	
Njuvdindievvá	Njuvdindievvá	
Njuorjjovuotna	Njuorjjovuotna	
Njoaskejávri	Njoaskejávri	
Njoammelvárri	Njoammelvárri	
Njirran	Njirran	
Njearrejávri	Njearrejávri	
Njavejohka	Njavejohka	
Njallavárri	Njallavárri	
Nirvejávri	Nirvejávri	
Niitojohka	Niitojohka	
Nieidavuovdi	Nieidavuovdi	
Nieidaluokta	Trollvik	
NSR-riikkačoahkkin	NSR-riikkačoahkkin	
NSR-gullevašvuohta	NSR-gullevašvuohta	
NAV-vuogádat	NAV-vuogádat	
Máđiijohka	Máđiijohka	
Máhtevahkku	Máhtevahkku	
Muotkejávri	Muotkejávri	
Mukka	Mukka	
Morššajeaggi	Morššajeaggi	
Morfa	Morfa	
Mjøs-lávdegoddi	Mjøs-lávdegoddi	
Missa	Missa	
Mini-bargi	Mini-bargi	
Meađđenvárri	Meađđenvárri	
Lávvojohka	Lávvojohka	
Lávkavárri	Lávkavárri	
Luossajávri	Luossajávri	
Luomejeaggi	Luomejeaggi	
Luhkkárbáiki	Luhkkárbáiki	
Loddenjárga	Loddenjárga	
Leavššejohka	Leavššejohka	
Leaibejohka	Leaibejohka	
Lavdnjevárri	Lavdnjevárri	
Ladnejávri	Ladnejávri	
Klubbogohppi	Klubbogohppi	
Kaleva-áviisa	Kaleva-áviisa	
Jovkkoš	Jovkkoš	
Jorbajávri	Jorbajávri	
Jeagelávži	Jeagelávži	
Jeagelvárri	Jeagelvárri	
Ivgu-suorgi	Ivgu-suorgi	
Interreg-bargu	Interreg-bargu	
ISDN-linnjá	ISDN-linnjá	
IKT-oktavuohta	IKT-oktavuohta	
IKT-doaibma	IKT-doaibma	
Hávgavuopmi	Hávgavuopmi	
Hávganjárga	Hávganjárga	
Hávdna	Hávdna	
Háltevárri	Háltevárri	
Háldi	Háldi	
Heastanjárga	Heastanjárga	
Heargevárri	Heargevárri	
Gávanjárga	Gávanjárga	
Gáritjávri	Gáritjávri	
Gárgán	Nordkjosbotn	
Gáregasjohka	Gáregasjohka	
Gárdejohka	Gárdejohka	
Gáranasjávri	Gáranasjávri	
Gámasjávri	Gámasjávri	
Gállovárri	Gállovárri	
Gáldojohka	Gáldojohka	
Gáhkkorjávri	Gáhkkorjávri	
Gába-nissonbláđđi	Gába-nissonbláđđi	
Gurrojávri	Gurrojávri	
Gurrojohka	Gurrojohka	
Guovžavárri	Guovžavárri	
Guovžaskáidi	Guovžaskáidi	
Guossavárri	Guossavárri	
Guolleája	Guolleája	
Guollejávri	Guollejávri	
Guoikkavuolli	Guoikkavuolli	
Guohcamohkki	Breidvika	
Gulli	Gulli	
Guhkesvárri	Guhkesvárri	
Guhkesluoppal	Guhkesluoppal	
Guhkesgurra	Guhkesgurra	
Gorževárri	Gorževárri	
Gonagasgeađgi	Gonagasgeađgi	
Gollejohka	Gollejohka	
Goliat-guovlu	Goliat-guovlu	
Goikejávri	Goikejávri	
Goddejávri	Goddejávri	
Gobbá	Gobbá	
Gobba	Gobba	
Goatneljohka	Goatneljohka	
Goaskinvággi	Kjelvik	
Goarrunmašiidna	Goarrunmašiidna	
Globaliseren	Globaliseren	
Giehkirnjárga	Giehkirnjárga	
Gieddeoaivi	Gieddeoaivi	
Geavlavuotna	Lille_Kvalfjorden	
Geassesaigieddi	Geassesaigieddi	
Gealovággi	Kjervelvdalen	
Gaza-sárggis	Gaza-sárggis	
Ganešbákti	Ganešbákti	
Galbmagáldu	Galbmagáldu	
Galbaluokta	Galbaluokta	
Gahpiraš	Gahpiraš	
Gahpervággi	Kaperdalen	
Fárppaljávri	Fárppaljávri	
Frette-rohkki	Frette-rohkki	
FrP-koda	FrP-koda	
Finnmárkoláhka-bargu	Finnmárkoláhka-bargu	
Fielbmájávri	Fielbmájávri	
FOU-prošeakta	FOU-prošeakta	
EØS-ruhta	EØS-ruhta	
Evrojohka	Evrojohka	
Eurohpá-meašttirgilvu	Eurohpá-meašttirgilvu	
Esso-rámbuvra	Esso-rámbuvra	
Ehtemasvárri	Ehtemasvárri	
Egán	Egán	
EU-oktavuohta	EU-oktavuohta	
EU-dárkkástus	EU-dárkkástus	
Dápmotvuovdi	Dápmotvuovdi	
Dálvadasguoika	Dálvadasguoika	
Dáhppa	Dáhppa	
Dáhpeluokta	Dáhpeluokta	
Duottar	Duottar	
Doaresvuotna	Tverrfjorden	
DjO-bargu	DjO-bargu	
Dieváidvággi	Dieváidvággi	
Deardna	Deardna	
DT-oktavuohta	DT-oktavuohta	
Cup	Cup	
Cuoppogieddi	Cuoppogieddi	
Cukcavuotna	Cukcavuotna	
Cohkolatvággi	Rotsunddalen	
Chat	Chat	
CD-debutánta	CD-debutánta	
Bánnenjárga	Bánnenjárga	
Bállojávri	Bállojávri	
Báktejávri	Báktejávri	
Buođđobohki	Buođđobohki	
Buollánoaivi	Buollánoaivi	
Brundtland-kommišuvdna	Brundtland-kommišuvdna	
Bovdnajávri	Bovdnajávri	
Boađđonjárga	Boađđonjárga	
Boalvárnjárga	Boalvárnjárga	
